post_number,username,name,created_at,content,reply_to_post_number,like_count,post_url
112,PinterestIvania,Ivânia,2026-06-22T16:30:20.404Z,"Hi @hogaroo, welcome to the community and hey @albuquerque2800!

Thank you for sharing this information here. We don’t have an exact turnaround time, but our team will review your request and respond as soon as possible!

Thanks for your patience, and please let us know if you have any questions in the meantime!",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/112
113,ahmadsrezqallah,Ahmadsrezqallah,2026-06-22T20:46:03.578Z,Thanks for the transparency on this. I’m also waiting on a Standard Access upgrade past the usual review window and have submitted a support ticket as suggested. I understand the backlog — just flagging that timely access matters for getting our integration live. Appreciate the team’s effort and hoping to see movement soon.,,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/113
114,thegoldseam,Thegoldseam,2026-06-22T21:03:31.289Z,"App name: GoldSeam Content

Business account: yes

Use case: Publishing my own original editorial content (image + caption)

to my own Pinterest business account. Single account, owner-operated,

no scraping or spam.

The app has been showing “Trial access pending” for multiple days. Could you please review

and activate trial access? Thank you.",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/114
115,PinterestIvania,Ivânia,2026-06-23T08:50:53.332Z,"Hi @ahmadsrezqallah and @thegoldseam, welcome to the Community!

Thanks so much for your patience, and sorry for the delayed response. Our team will review your requests and get back to you as soon as possible.

Feel free to reach if you have any questions in the meantime!",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/115
116,SolleneHome,Sollene Home,2026-06-23T11:27:08.914Z,"Hello Pinterest team,

My app is stuck in “Trial access pending” and all v5 API calls return 401

“Your application consumer type is not supported.”

App name: Solenne Boss

Use case: Posting home decor affiliate pins to my own Pinterest boards for

my personal brand Solenne Home.

Could you please activate trial access?

Thank you",,1,https://community.pinterest.biz/t/update-developer-app-approvals/45527/116
117,PinterestIvania,Ivânia,2026-06-23T16:45:31.186Z,"Hey @SolleneHome, and welcome to the PBC!

Thank you for sharing this information. We don’t have an exact turnaround time, but our team will review your request and get back to you as soon as they can.

Thanks for your patience, and please let us know if you have any questions in the meantime!",116,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/117
118,mrscrochetworld,Mrscrochetworld,2026-06-24T05:57:47.832Z,"Subject: Standard Access still pending after weeks

Hi @PinterestHaley,

I submitted my Standard Access upgrade request for my app MrsCrochetWorld (App ID: ) on approximately June 1, 2026. It has now been pending for over 5 weeks with no update.

We are a crochet pattern brand MrsCrochetWorld . com and need Standard Access to publish Pins to our Pinterest board programmatically. Trial access is active and working — we just need the upgrade approved to go live.

Could you please check the status of our application? Happy to provide any additional information needed.

Thank you!

Sophie | MrsCrochetWorld",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/118
119,venkyswathi044,Venkyswathi044,2026-06-24T08:07:37.603Z,"Hi Pinterest Developer team,

App name: Swifty Publisher

Account type: Business

I’m getting the following error on every v5 endpoint

(GET /v5/boards, GET /v5/pins, GET /v5/user_account)

on both production and sandbox:

HTTP 401, code 3:

“Your application consumer type is not supported,

please contact support.”

The app secret key shows “Unavailable while trial

access pending.”

Use case: I’m building an automated pin scheduling

tool that posts image content to my own Pinterest

boards via POST /v5/pins for my personal business

account only. No third-party users involved.

Could you please manually activate trial access

for the App?

Thank you!",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/119
120,taejoong4486,Taejoong4486,2026-06-24T08:13:08.137Z,"Hi Pinterest Developer Support team,

I’m requesting activation/review of trial access for my app, as all v5 API

calls are currently blocked at the consumer-type gate.

App details

App name: NEO Stage

Current status: “Trial access pending” (awaiting review)

Problem

Every authenticated v5 endpoint returns HTTP 401 with:

{ “code”: 3, “message”: “Your application consumer type is not supported,

please contact support.” }

The 401 fires before any endpoint logic, so it is not an endpoint- or

scope-specific issue. Confirmed on:

GET /v5/user_account

(and it is reported by other developers on boards/pins endpoints as well.)

What I’ve verified on my side

OAuth completes and a valid access token is issued (correct “pina_” format).

App credentials, redirect URI (http://localhost:3052/), and requested scopes

(boards:read, boards:write, pins:read, pins:write, user_accounts:read) are

all configured correctly.

The rejection is therefore at the application consumer-type level, not in my

integration code.

Intended use case

I’m building a Model Context Protocol (MCP) server that lets an AI assistant

read and manage my own Pinterest boards and pins (listing boards, viewing pins,

creating boards/pins) for design reference and moodboard workflows. Access is

for my own account only.

Request

Could you please review and activate trial access for App ID 1584070, or let me

know what additional information you need? I’d really appreciate your help.

Thank you!",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/120
121,PinterestIvania,Ivânia,2026-06-24T08:30:41.361Z,"Hi there @mrscrochetworld! Hey @venkyswathi044 and @taejoong4486, welcome to the Community!

While we can’t share a specific timeline just yet, we want to assure you that each request will be reviewed as soon as possible.

Thanks for your patience, and please feel free to reach out with any questions.",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/121
122,PROBENEX,Probenex,2026-06-24T09:10:17.491Z,"Hi Pinterest team,

My app “PROBENEX Content” has been stuck on “Trial access pending” and the App secret is unavailable, so I can’t start the OAuth flow.

My Pinterest business account is already an approved merchant with an active catalog. I only need pins:write to publish organic content pins to my own boards.

Could you please activate trial access? Thank you!",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/122
123,PinterestIvania,Ivânia,2026-06-24T16:45:35.416Z,"Hi there @PROBENEX, and welcome to the PBC!

Thank you for sharing this information. Please note that we don’t have an exact turnaround time, but our team will review your request and respond as soon as possible!

Thanks so much for your understanding, and please let us know if you have any questions in the meantime!",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/123
124,celebratedayly,Celebratedayly,2026-06-25T03:35:54.899Z,"Hi Pinterest People! We, Celebrate Dayly, just submitted to upgrade from trial access to standard access yesterday. We can’t wait to have our OAuth flow verified and approved to post our fun, everyday holiday content out to the Pinterest community. No issues with the process on our end. We just wanted to say thank you!",,1,https://community.pinterest.biz/t/update-developer-app-approvals/45527/124
125,kocoredisk,Kocoredisk,2026-06-24T18:41:30.607Z,"Hi Pinterest team,

Could you please review and approve trial access for our app? It has been pending for a while with no status change.

App name: HanCut.ai Marketing Bot

Account: @kocoredisk (HanCut.ai)

Use case: HanCut.ai is an AI photo-generation service. We want to publish our own content (Pins) to our own business account — AI before/after photo examples linking back to our site. We need pins:write to create Pins programmatically on our own account.

Thank you for the manual review!",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/125
126,DataSavvyFinance,Data Savvy Finance,2026-06-24T22:44:35.996Z,"Hi Pinterest Developer team,

I’m requesting help moving my app from Trial access to Standard access.

App name: DataSaavyFinanceStaggingApp

Created: May 24 2026

Use case: I run a single, first-party automation for my own personal

finance blog datasavvyfinance The integration generates and

publishes Pinterest pins for my own content, I am the only intended

user, posting to my own boards on my own account. There are no other

end users involved.

I’ve tested the integration successfully against the sandbox

environment and confirmed pins post

correctly, including board routing, titles, descriptions, and images.

I’m ready to move to production but need Standard access to post

outside the sandbox.

Note: I previously submitted a demo video for a related app that was not approved. I’ve since confirmed the integration works correctly in sandbox for my new app and would appreciate guidance on what’s needed to move forward with Standard access.

Could someone from the team please review and help move this forward?

Thank you for your time.",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/126
127,theunfoldpress,Theunfoldpress,2026-06-25T00:28:23.170Z,"Hi Pinterest Developer team,

My app has been stuck in “Trial access pending” for longer than the usual 1–3 business day window. All required app details are completed (app name, company, website, privacy policy, and app purpose).

Could you please review and activate trial access for my app?

App name: Unfold Press Scheduler

Use case: Scheduling and publishing pins to my own Pinterest boards.

Thank you!",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/127
128,masascottforwork,Masascottforwork,2026-06-25T07:54:38.148Z,"Hello, our app “2000collective curation autopost” has been in “Trial access pending” status for about 4 days. We are a small D2C business and want to use the Pinterest API v5 to publish our own product Pins to our own boards on a schedule (pins:write / boards:write). Our privacy policy is public at プライバシーポリシー – 2000collective . Could you please review and grant trial access? Thank you very much.",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/128
129,PinterestIvania,Ivânia,2026-06-25T09:31:48.868Z,"Hi @celebratedayly, thanks so much for sharing this update with us! We’re really happy to hear that!",124,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/129
130,PinterestIvania,Ivânia,2026-06-25T09:35:13.263Z,"@kocoredisk @DataSavvyFinance @theunfoldpress @masascottforwork

Hi all, welcome to the Community!

Our team is working through approval requests now. We aren’t able to share an exact timeline at the moment, but your request will be reviewed as soon as possible. Thanks so much for your patience in the meantime.

For more information, please check out this reply from one of our Community Managers. And if you have any questions, feel free to reach out.",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/130
131,0fw5g5otu9ze2hhuj1ijeqzwv0aii7,0fw5g5otu9ze2hhuj1ijeqzwv0aii7,2026-06-25T14:05:40.795Z,"Hi Pinterest Developer Support,

I’d like to request a review / activation of Trial access for our app

(“Koltao Postiz_2”). The request is currently pending.

We are Koltao, a real-estate agency based in Barcelona, Spain, using a

Pinterest business account. The app is for internal use only: we schedule

and publish our own pins (property photos and videos) to our own business

account and boards via API v5 with OAuth, and check our own account analytics.

A previous app was denied; the cause was our privacy policy

not being machine-readable. This new app uses a fully accessible static

privacy policy → Política de Privacitat — Koltao

Use cases: Create & schedule Pins, Reports (own-account analytics).

We do not access other users’ data.

Could you please review and activate Trial access?

Thank you very much!",,1,https://community.pinterest.biz/t/update-developer-app-approvals/45527/131
132,PinterestIvania,Ivânia,2026-06-25T16:48:52.521Z,"Hey @0fw5g5otu9ze2hhuj1ijeqzwv0aii7, welcome to the Community!

I’m sorry for the delayed response. Please know that our team will review your request and get back to you as soon as possible.

Thank you for your patience, and please feel free to contact us if you have any questions.",131,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/132
133,Roomelia_home,Roomelia Home,2026-06-26T14:17:23.685Z,"Hi Pinterest Developer team,

I’m requesting a manual review of my pending Trial access application. It has been in “Trial access pending” status for about 13 days with no update, so I believe it may be stuck in the review queue.

App details:

App name: Roomelia PinFlow

Account type: Business

Use case: Roomelia is a home goods brand operated by our company, selling products on the Ozon marketplace. We use the Pinterest API solely to automate the creation, scheduling, and publishing of our own organic product Pins to our own Pinterest business account. The app is for internal use only — it operates exclusively on our own account, does not connect third-party users, and does not share or sell any Pinterest data.

Could you please manually review and activate Trial access for this app? Happy to provide any additional information if needed. Thank you!",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/133
134,PinterestFernanda,Fernanda,2026-06-26T15:01:36.101Z,"Hi there @Roomelia_home!

We don’t have an exact turnaround time, but our team will review your request and respond as soon as possible. This post by @PinterestHaley includes additional details on developer app approvals.

You can also check this reply from one of our Community Managers for further guidance.

Feel free to reach if you have any questions in the meantime. Thanks for your patience with this!",133,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/134
135,sosuites,Sosuites,2026-06-26T16:20:29.605Z,can you please validate my app it is so long !!,,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/135
136,0lhi2fx3omwgxcx2eov71xhiseg8ts,0lhi2fx3omwgxcx2eov71xhiseg8ts,2026-06-28T11:28:39.606Z,Hi Pinterest team! My app has been stuck in “Trial access pending” for about 4 weeks. I just submitted a support ticket (API Access → Application Status) with my App ID and all details. Would really appreciate it if someone could take a look — fingers crossed! Thank you!,,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/136
137,PinterestFernanda,Fernanda,2026-06-29T14:10:37.643Z,"Hi there @sosuites and @0lhi2fx3omwgxcx2eov71xhiseg8ts, thanks for reaching out!

Please refer to this reply for more info on App Approvals:

PinterestIvania:

welcome to the Community!

I’m sorry for the delayed response. Please know that our team will review your request and get back to you as soon as possible.

Thank you for your patience, and please feel free to contact us if you have any questions.

Let us know if you need anything else!",,1,https://community.pinterest.biz/t/update-developer-app-approvals/45527/137
138,halvi7672,Halvi7672,2026-06-28T17:29:29.306Z,"Hello Pinterest Developer Team,

I submitted my application to upgrade my app from Trial Access to Standard Access approximately 14 days ago, and I have also opened a support ticket today.

The required demo video was included with my application, and my Developer Dashboard still shows “Upgrade to Standard access pending.”

If someone from the team could kindly review the status of my application or let me know if any additional information is needed, I would greatly appreciate it.

Thank you for your time and support.",,1,https://community.pinterest.biz/t/update-developer-app-approvals/45527/138
139,renaliev,Renaliev,2026-06-29T10:28:31.296Z,"Hello Pinterest Developer Support,

I’m requesting manual activation of trial access for my app, which appears to be

stuck in “trial access pending” state.

App name: Melamori

Account type: Business

Website: https://melamori.shop

Problem:

Every Pinterest API v5 endpoint returns HTTP 401 with error code 3:

“Your application consumer type is not supported, please contact support.”

This happens on ALL endpoints I’ve tried (GET /v5/user_account, GET /v5/boards,

GET /v5/pins), using a valid pina_ access token, on BOTH environments:

Production: https://api.pinterest.com/v5 → 401, code 2 “Authentication failed”

Sandbox: https://api-sandbox.pinterest.com/v5 → 401, code 3 “consumer type not supported”

In the developer console the App Secret is shown as

“Unavailable while trial access pending”, so I cannot complete OAuth or generate

a working token. The 401 fires before any endpoint logic, so this looks like the

consumer-type / trial-access check rejecting the app at the gateway level rather

than anything in my code.

Use case (organic, non-spam):

We are a Russian mattress manufacturer (MeLamori). We want to publish a small number

of product/interior Pins (vertical images of bedrooms and mattresses) that link back

to our website melamori.shop. Low volume, original brand content, no automation abuse.

Requested scopes:

boards:read, boards:write, pins:read, pins:write, user_accounts:read

Could you please manually activate trial access for App ID 1583795 so the

consumer-type check passes and the App Secret becomes available?

Thank you very much.",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/139
140,empowerhub369,Empowerhub369,2026-06-29T12:06:45.355Z,"Hello, I’m requesting trial access activation for my app.

App name: EmpowerHub Dashboard

Use case: Internal dashboard for our own business that reads our own Pinterest account’s analytics (impressions, saves, clicks) and ad performance for marketing reporting.

The app is stuck on “Trial access pending.” The App secret shows “Unavailable while trial access pending,” and every v5 endpoint (including GET /v5/user_account) returns code 3: “Your application consumer type is not supported, please contact support.” I’ve generated a production-limited token, which authenticates correctly but returns this error on all endpoints.

Could you please activate trial access for App ID 1585356? Thank you.",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/140
141,PinterestFernanda,Fernanda,2026-06-29T15:06:09.912Z,"Hi there @halvi7672, @renaliev and @empowerhub369! Welcome to the PBC!

We don’t have an exact turnaround time, but our team will review your requests and respond by email as we’re not able to discuss your account specifics here.

Thanks for your patience with this.",,1,https://community.pinterest.biz/t/update-developer-app-approvals/45527/141
142,olliforbrands,Olliforbrands,2026-06-29T15:37:18.464Z,"Hi Pinterest team,

Requesting your review on my developer app named “OLLI for Brands”. It’s been around 2 weeks when I submitted the app for review. Would really appreciate a response on that.

Thanks",141,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/142
143,fatlosskitchenytchannel,Fatlosskitchenytchannel,2026-06-29T21:14:54.765Z,"Hi Pinterest team,

My app is stuck in “Trial access pending” and

every API endpoint returns 401 error code 3.

App name: Global Goodness Pinner

App ID: 1585845

Account: Business account

Use case: Automating publication of my own

recipe content to my own Pinterest boards.

Could you please manually activate trial

access for my app?

Thank you",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/143
144,lumorabooks,Lumorabooks,2026-06-30T08:58:11.907Z,"Hi, our app Lumora Storybooks (App ID 1583830) submitted a Standard access upgrade request on June 23, 2026 with the required demo video, and it has been pending for 7 days. The app publishes our own marketing Pins (storybook cover illustrations that link to lumora.kids) to our own Lumora business account on a schedule, using pins:write and boards:write. The demo video shows the OAuth consent flow and successful API calls. Could the team please review our upgrade request when possible? Thank you.",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/144
145,theoutdoorgearlab,Theoutdoorgearlab,2026-06-30T12:31:03.660Z,"Hi, my app “Outdoor Gear Lab Pinner” has been in “Trial access pending” status for 4 business days. The official timeline says 1-3 days. Could someone from the Pinterest team please check the status and help move this forward? Thank you.",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/145
146,lunessadigitalstudio,Lunessadigitalstudio,2026-06-30T12:32:07.640Z,"Hi Pinterest team,

My newly created app is stuck in “trial access pending” and the app secret shows

“Unavailable while trial access pending.” Every v5 endpoint — including the sandbox

environment — returns:

{""code"":3,""message"":""Your application consumer type is not supported, please contact support.""}

This happens on GET /v5/user_account, GET /v5/boards, and POST /v5/boards, on both

api.pinterest.com and api-sandbox.pinterest.com, using a freshly generated sandbox token.

Could you please activate/unblock trial access for my app so the consumer type is

supported?

App name: Lunessa Pin Manager

Use case: Pin creation & scheduling for my own Etsy digital shop

Account type: Business

Thank you very much!",,1,https://community.pinterest.biz/t/update-developer-app-approvals/45527/146
147,PinterestFernanda,Fernanda,2026-06-30T14:58:50.299Z,"Hi there @olliforbrands, @fatlosskitchenytchannel, @lumorabooks, @theoutdoorgearlab and @lunessadigitalstudio, welcome to the PBC!

We don’t have an exact turnaround time, but our team will review your requests and respond as soon as possible. This post by @PinterestHaley includes additional details on developer app approvals. Thanks for your patience with this!

You can also check this reply from one of our Community Managers for further guidance.

Feel free to reach if you have any questions in the meantime!",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/147
148,Nifarrrr,Nifarrrr,2026-07-01T10:05:12.007Z,"Hi Pinterest Developer team,

My app is currently stuck in “Trial access pending” status and the app details fields are locked, so I’m unable to correct some information I entered.

App Name: NIFAR Automation

Account type: Business

Use case: We are a digital products brand (NIFAR) selling Minecraft-niche guides. We’d like to use the Pinterest API to automate publishing of our own pre-produced Pins (images + descriptions) to our own boards on a scheduled basis, as part of our internal content pipeline (built on n8n). We do not access or post on behalf of any other user’s account.

Could you please either:

Approve/process this trial access request, or

Let me know if I should submit a new app instead, since edits are currently locked while this one is pending.

Appreciate any help speeding this up. Thank you!",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/148
149,kurohyofire,Kurohyofire,2026-07-01T05:29:16.509Z,"Hi Pinterest Developer team,

I’m following up on my Standard access upgrade request for App ID 1572664

(kurohyo blog auto-pin). I submitted the upgrade request on June 4, 2026,

including the required OAuth flow demo video. It has now been “pending”

for about four weeks, past the usual review window.

App details:

App name: kurohyo blog auto-pin

Business: Kurohyo Sensei (web writer)

Website: my personal blog (URL is registered in the app settings)

Intended use: automatically creating and scheduling up to 3 Pins per day

from my own blog articles (single user, my own original content only)

Current status: Trial approved; Standard upgrade still pending

Could you please check on the status of this request, or let me know if

anything further is needed from my side? Thank you very much.",,1,https://community.pinterest.biz/t/update-developer-app-approvals/45527/149
150,Remontostroy,Remontostroy,2026-06-30T18:02:07.165Z,"Dear Pinterest Developer Support Team,

I hope this message finds you well.

I am writing to kindly request an expedited review of my applications for standard (production) access to the Pinterest API. I have already completed the initial testing phase and have now submitted the formal requests for full access.

I have thoroughly reviewed Pinterest’s API policies and ensured that all required information is provided. I am fully prepared to proceed with integration and would greatly appreciate any assistance in moving the review forward.

If any additional details or actions are needed from my side, please do not hesitate to let me know. I am happy to supply them promptly.

Thank you for your time and support. I look forward to your positive response.",,1,https://community.pinterest.biz/t/update-developer-app-approvals/45527/150
151,soullight,Soullight,2026-07-01T10:09:11.442Z,"Hi Pinterest Developer Support — requesting trial access activation. All v5 endpoints return 401 “Your application consumer type is not supported, please contact support” with a freshly generated token.

▎ • App name: Daily Forager

▎ • Account type: Business

▎ • Use case: Automated content scheduling — programmatically creating Pins that link to articles lication (dailyforager.com), pinning to our own boards.

▎ • Scopes configured: boards:read, boards:write, pins:read, pins:write, user_accounts:read

▎ • Redirect URI configured.

▎ Please activate trial access for this app. Thank you.",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/151
152,PinterestFernanda,Fernanda,2026-07-01T15:56:49.847Z,"@Nifarrrr, @kurohyofire, @Remontostroy @soullight

Hi everyone, welcome to the PBC!

Our team is working through approval requests now. We can’t share an exact timeline, but your requests will be reviewed ASAP. Thank you so much for your patience at this time.

For more information, please check out this reply from one of our Community Managers. And if you have any further questions, feel free to reach out.",,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/152
153,moyamatchahu,Moyamatchahu,2026-07-02T09:51:06.960Z,"Hi Pinterest Developer Team,

Could you please activate trial access for my app?

App name: Moya Claude Code MCP

Use case: Read-only access to our own business account’s boards, pins, and

analytics (organic + ads reporting) for internal marketing automation via API v5

with OAuth. Later we plan to schedule/publish pins to our own boards.

All v5 endpoints currently return HTTP 401 “Your application consumer type is not

supported, please contact support.” and the App Secret shows “Unavailable while

trial access pending.”

Thank you!",,2,https://community.pinterest.biz/t/update-developer-app-approvals/45527/153
155,DimaKozminykh,Dima Kozminykh,2026-07-03T14:52:03.777Z,“Bumping this — still waiting for approval. App name: Kozminykh Autopost. Could you please update on the status?”,108,0,https://community.pinterest.biz/t/update-developer-app-approvals/45527/155
